0.605,-1.973,2.097,-0.602
0.613,-2.150,2.257,0.139
0.658,-1.302,1.961,0.956
0.764,-2.111,2.067,0.336
0.606,-0.477,1.965,-0.228
0.412,1.583,0.356,0.243
0.482,-0.619,0.916,0.536
0.828,-1.036,0.994,-0.186
0.959,1.383,2.697,-0.317
0.638,2.157,1.135,0.530
0.522,1.343,0.106,1.000
0.741,-0.740,1.811,1.000
0.596,-0.406,1.209,0.896
0.650,-1.331,1.089,0.908
0.514,-0.225,0.526,0.726
0.794,0.331,0.719,0.887
0.477,-1.260,-1.081,0.348
0.789,-0.619,-0.126,0.900
0.687,-1.052,-0.996,0.282
0.666,-1.207,-0.143,1.000
0.712,-0.950,1.024,-0.120
0.839,-1.101,-0.117,1.000
0.715,-0.154,0.367,0.813
0.994,0.410,-0.507,0.659
0.637,-3.000,-2.435,0.909
0.779,-1.084,0.654,0.828
0.711,-2.673,-0.514,1.000
0.654,-0.080,-2.350,-0.106
0.712,-0.180,-0.683,0.174
0.680,-2.215,-0.840,0.972
0.691,-2.301,-1.852,0.614
0.822,-0.924,-1.297,0.433
0.688,-1.001,-0.091,1.000
0.473,-1.704,-1.599,1.000
0.564,0.427,-0.921,-0.152
0.678,-0.046,-0.637,0.809
0.448,0.196,-0.809,0.040
0.383,-0.605,-0.530,0.129
0.617,-1.665,0.990,0.264
0.250,-1.107,-2.975,-0.241
0.672,-2.453,-1.066,-0.133
0.607,-0.321,-0.058,-0.331
0.711,-0.559,-0.765,0.452
0.499,1.414,-1.728,-0.141
0.729,0.175,-0.882,-0.141
0.757,0.414,-2.396,0.181
0.744,0.574,-3.000,0.927
0.590,0.824,-2.019,0.109
0.751,0.404,-2.853,0.821
0.777,2.403,-3.000,-0.295
0.566,0.831,-2.283,1.000
0.725,1.264,-0.726,0.723
0.722,-0.254,-2.682,-0.310
0.777,-0.186,-2.480,-1.000
0.667,-1.330,-3.000,-0.114
0.872,0.155,-2.223,0.089
0.599,-0.054,-2.568,0.189
0.531,-0.627,-1.915,0.306
0.492,-1.933,-3.000,0.834
0.611,-1.013,-1.713,0.341
0.736,1.827,-1.430,0.341
0.558,-1.459,-0.980,-0.219
0.875,0.729,-2.689,-0.327
0.748,0.340,-2.333,0.716
0.667,0.948,-2.949,-0.971
0.769,1.735,-3.000,0.689
0.679,2.553,-3.000,0.350
0.805,1.394,-2.619,0.347
0.761,0.356,-0.925,0.019
0.760,1.366,-2.352,-0.681
0.540,2.651,-2.823,0.499
0.865,2.062,-0.257,1.000
0.837,1.642,-2.542,0.969
0.660,2.502,-1.657,0.706
0.686,3.000,-2.245,0.666
0.766,2.852,-2.547,1.000
0.853,2.632,-2.661,0.588
0.721,2.053,-1.387,0.597
0.564,2.675,-2.784,0.638
0.497,1.137,-2.110,0.312
0.568,3.000,-1.699,0.845
0.797,2.882,-1.436,1.000
0.692,2.996,-1.781,0.734
0.660,1.716,-2.922,0.841
0.783,1.353,-2.785,0.896
0.834,1.072,-2.677,0.571
0.705,1.153,-2.618,0.077
0.451,1.019,-2.729,0.412
0.629,-1.259,-2.505,0.663
0.705,-0.519,-2.336,0.404
0.597,-1.618,-2.697,0.341
0.780,0.029,-2.307,0.345
0.530,0.237,-1.082,0.536
0.629,-0.031,-3.000,0.143
0.622,-0.270,-2.006,-0.715
0.567,-0.602,-2.561,0.727
0.815,-0.427,-1.035,-0.144
0.606,-0.739,-1.113,-0.208
0.803,-0.994,-0.453,-0.038
0.612,-0.400,-3.000,0.405
0.424,0.236,-1.453,-0.843
0.590,-1.404,-2.021,-0.003
0.399,-0.035,-2.956,0.107
0.578,1.861,-0.887,-0.587
0.799,1.229,-2.777,0.504
0.601,0.615,0.037,-0.722
0.636,2.245,-1.427,-0.336
0.503,0.544,-1.367,-0.985
0.727,0.626,-0.696,-0.204
0.820,-0.003,-1.558,-0.425
0.750,0.293,-3.000,-0.981
0.344,2.474,0.329,-0.565
0.756,0.165,-1.267,0.589
0.859,0.336,-3.000,0.490
0.533,-0.300,-0.699,-0.100
0.514,1.527,-1.307,0.516
0.413,1.224,-2.978,-0.458
0.480,0.434,0.150,0.017
0.752,-0.799,-1.384,-0.175
0.590,0.648,-0.952,-0.952
0.755,0.745,0.133,0.142
0.408,-1.656,-2.717,-0.811
0.405,0.690,-2.016,-0.405
0.677,-0.306,-0.295,-0.656
0.593,0.090,-1.163,0.387
0.847,-0.593,-0.247,-0.947
0.706,-0.566,1.471,-0.712
0.496,0.647,-0.446,-0.392
0.710,1.177,-0.659,0.846
0.630,-0.089,-2.163,-0.667
0.511,0.529,-1.446,0.076
0.606,0.955,-1.401,-0.269
0.506,1.897,0.332,-0.078
0.361,1.055,-0.455,-0.655
0.722,1.607,-2.209,-0.022
0.679,2.285,-1.563,-0.184
0.504,1.969,-1.463,-0.291
0.707,1.725,-1.106,-0.002
0.390,0.362,-2.864,0.169
0.965,0.113,-3.000,-0.406
0.646,-0.041,-1.289,-0.837
0.506,0.861,-1.793,0.757
0.784,0.699,-2.125,0.542
0.488,-0.235,-1.194,0.848
0.689,2.051,-1.670,-0.015
0.740,1.175,-0.662,0.803
0.547,-1.550,-1.275,0.992
0.582,2.509,-2.410,-0.418
0.383,1.844,-2.826,0.848
0.467,0.540,-1.133,-0.169
0.598,0.454,-1.724,0.395
0.565,1.058,-2.746,0.113
0.497,-0.494,-0.346,-1.000
0.563,-1.213,-1.367,0.958
0.654,-1.350,0.411,0.518
0.408,0.132,-0.748,0.235
0.602,0.310,-2.777,0.069
0.371,-1.767,-3.000,0.179
0.319,0.052,-1.442,1.000
0.430,-0.275,-1.801,-0.177
0.402,-0.823,-1.512,-0.490
0.451,1.071,-2.241,0.619
0.628,-0.082,-1.485,0.964
0.501,-0.608,-2.995,1.000
0.551,-0.298,-1.485,0.891
0.382,-0.361,-1.377,0.124
0.471,1.053,-0.393,0.886
0.485,-0.210,-1.504,0.009
0.657,0.147,-2.579,0.950
0.612,1.364,-1.881,0.698
0.355,1.273,-2.647,0.704
0.547,-1.264,-1.759,0.502
0.627,1.033,-2.115,0.916
0.653,-0.780,-0.651,0.446
0.432,-1.574,-0.872,0.271
0.696,-0.372,-1.387,0.562
0.660,-1.273,-2.861,1.000
0.430,-1.882,-2.143,0.855
0.496,1.229,-1.967,0.516
0.422,1.583,-1.222,0.910
0.495,-0.430,-1.965,0.641
0.372,-0.578,-2.727,0.536
0.506,1.602,-2.446,0.103
0.413,0.111,-2.921,0.221
0.420,1.397,-0.921,0.460
0.149,-0.601,0.298,0.912
0.445,-0.300,-2.477,0.824
0.507,-0.138,-2.137,0.749
0.502,-1.263,-1.749,1.000
0.535,1.027,-3.000,0.971
0.491,-1.234,-2.629,0.336
0.460,0.005,-2.079,0.502
0.452,0.890,-2.838,1.000
0.468,0.262,-2.709,0.331
0.744,-1.617,-3.000,-0.013
0.622,-2.060,-2.611,1.000
0.633,0.466,-2.979,0.195
0.516,-0.026,-1.745,0.966
0.504,-0.250,-2.650,1.000
0.365,0.601,-3.000,0.999
0.807,0.970,-2.710,0.639
0.451,0.403,-3.000,1.000
0.676,1.115,-2.977,1.000
0.874,-0.259,-1.129,0.182
0.396,-0.547,-2.735,1.000
0.173,-0.522,-0.560,0.576
0.479,-0.904,-2.532,0.703
0.541,-1.906,-2.112,0.955
0.420,0.551,-1.532,0.982
0.605,0.437,-2.502,0.698
0.675,0.038,-1.634,0.271
0.646,-0.036,-1.329,1.000
0.410,0.508,-2.412,0.830
0.549,1.565,-1.098,0.298
0.625,0.443,-1.127,-0.406
0.350,1.277,-0.354,0.519
0.562,0.322,-1.046,0.263
0.569,0.589,-0.974,0.423
0.612,1.180,-1.823,0.378
0.569,0.808,-1.247,0.580
0.589,1.510,-0.093,0.289
0.489,1.987,0.650,0.020
0.729,1.393,-0.984,-0.157
0.540,2.335,-0.573,0.855
0.479,0.788,-0.221,0.463
0.632,0.755,0.103,0.632
0.412,2.623,-0.053,0.991
0.650,2.211,1.659,0.694
0.552,0.647,-0.584,0.940
0.518,1.408,-1.550,0.939
0.605,2.783,-2.268,0.562
0.433,0.490,0.157,0.574
0.587,2.468,1.047,0.701
0.396,1.042,0.256,1.000
0.441,2.029,-1.208,0.831
0.368,0.805,-1.461,0.355
0.603,0.598,1.799,0.802
0.410,0.684,-0.552,0.136
0.550,2.104,-0.589,-0.868
0.689,3.000,0.321,0.600
0.386,2.615,-1.485,-0.643
0.623,1.903,-0.837,0.096
0.253,-0.213,-1.256,0.825
0.723,-0.582,-1.888,0.500
0.745,1.066,-1.057,1.000
0.443,0.916,0.340,0.762
0.573,1.758,-1.163,0.721
0.459,0.781,-2.269,0.748
0.549,0.649,-0.708,0.479
0.695,0.443,-2.499,1.000
0.591,0.487,-0.585,-0.851
0.689,-1.088,-1.186,-0.011
0.550,0.259,-2.170,0.640
0.641,-0.734,-2.245,0.462
0.912,1.594,-2.518,-0.229
0.855,-0.405,-2.448,0.340
0.715,-1.297,-2.805,-0.121
0.648,-0.691,0.697,-0.715
0.759,2.008,0.419,-0.693
0.497,0.312,-0.146,0.857
0.720,-1.335,-2.687,-0.051
0.803,1.472,-1.168,-0.361
0.726,-1.170,-2.594,0.505
0.409,-0.107,-1.899,0.126
0.928,-0.512,-0.287,-0.817
0.722,0.686,-1.576,-0.067
0.635,-0.491,1.112,0.338
0.782,-1.112,-0.460,-1.000
0.655,0.171,-0.378,-0.603
0.529,0.012,-0.624,-0.905
0.550,-0.284,-1.435,-0.084
0.829,-1.210,-3.000,-0.957
0.751,-0.091,-1.391,-0.211
0.723,-0.910,-1.760,-0.519
0.742,1.073,-1.203,-0.058
0.766,0.001,-1.732,-0.688
0.597,0.004,-1.162,-0.419
0.704,2.168,0.438,-0.126
0.583,-0.651,-0.854,0.054
