time,  thrust_N,   thrust_norm,    p,  q,  r | x, y, z
1768819190.721636   9.998    0.250    -2.295    -1.581    0.142 | -3.713    7.687    0.177
1768819190.754026   6.389    0.160    -3.000    1.557    0.969 | -3.713    7.687    0.177
1768819190.788374   20.423    0.511    -2.357    2.941    -0.904 | -3.732    7.701    0.175
1768819190.841037   34.498    0.862    -2.624    1.790    0.091 | -3.732    7.701    0.175
1768819190.869430   0.000    0.000    -2.569    3.000    -0.202 | -3.735    7.706    0.175
1768819190.897612   31.507    0.788    -2.466    2.487    0.997 | -3.735    7.706    0.175
1768819190.925962   20.769    0.519    -3.000    3.000    -0.088 | -3.747    7.736    0.172
1768819190.956333   20.367    0.509    -2.893    3.000    0.309 | -3.747    7.736    0.172
1768819190.980976   27.272    0.682    -1.682    2.814    0.906 | -3.748    7.736    0.171
1768819191.005932   17.653    0.441    -3.000    3.000    0.628 | -3.748    7.736    0.171
1768819191.040764   24.506    0.613    -2.777    2.999    -0.643 | -3.755    7.749    0.170
1768819191.069465   32.351    0.809    -2.512    2.835    1.000 | -3.755    7.749    0.170
1768819191.100152   12.448    0.311    -3.000    3.000    -0.485 | -3.778    7.747    0.168
1768819191.134045   29.710    0.743    -2.420    2.936    0.408 | -3.778    7.747    0.168
1768819191.167890   32.176    0.804    -2.502    2.874    0.296 | -3.811    7.737    0.166
1768819191.200385   0.000    0.000    -0.999    3.000    0.820 | -3.811    7.737    0.166
1768819191.230970   36.776    0.919    -2.174    2.990    0.938 | -3.847    7.731    0.165
1768819191.266796   8.399    0.210    -1.244    3.000    -1.000 | -3.847    7.731    0.165
1768819191.298140   31.298    0.782    -1.600    3.000    0.186 | -3.904    7.708    0.163
1768819191.336112   24.840    0.621    -2.739    3.000    0.117 | -3.904    7.708    0.163
1768819191.366022   21.038    0.526    -1.364    3.000    0.585 | -4.008    7.683    0.161
1768819191.404622   15.625    0.391    1.298    3.000    0.156 | -4.008    7.683    0.161
1768819191.440333   29.064    0.727    0.897    2.787    -0.516 | -4.125    7.655    0.160
1768819191.476301   33.033    0.826    -1.554    3.000    0.286 | -4.168    7.640    0.159
1768819191.506401   28.912    0.723    -3.000    2.973    -1.000 | -4.168    7.640    0.159
1768819191.531973   6.093    0.152    2.040    3.000    -0.893 | -4.293    7.594    0.158
1768819191.558448   0.000    0.000    -2.186    3.000    -0.690 | -4.293    7.594    0.158
1768819191.596242   11.408    0.285    -0.484    2.898    0.537 | -4.385    7.548    0.157
1768819191.624438   17.200    0.430    -2.970    3.000    -0.409 | -4.385    7.548    0.157
1768819191.652465   36.220    0.906    3.000    2.776    0.258 | -4.469    7.500    0.156
1768819191.681861   17.058    0.426    1.893    2.754    -0.343 | -4.469    7.500    0.156
1768819191.722943   27.633    0.691    0.352    3.000    -1.000 | -4.569    7.430    0.155
1768819191.753393   29.603    0.740    0.201    3.000    -0.565 | -4.569    7.430    0.155
1768819191.792646   33.622    0.841    1.773    2.814    -0.824 | -4.649    7.386    0.154
1768819191.822736   19.447    0.486    0.343    3.000    0.190 | -4.649    7.386    0.154
1768819191.853800   0.562    0.014    -2.992    2.805    -0.043 | -4.692    7.368    0.154
1768819191.890038   33.304    0.833    0.091    2.682    0.613 | -4.756    7.353    0.153
1768819191.922353   23.854    0.596    -0.387    2.878    -0.900 | -4.756    7.353    0.153
1768819191.951355   40.000    1.000    -2.295    2.906    -0.734 | -4.844    7.341    0.152
1768819191.981201   38.880    0.972    -1.069    3.000    0.785 | -4.844    7.341    0.152
1768819192.011754   34.371    0.859    -2.807    3.000    -0.544 | -4.892    7.332    0.151
1768819192.043890   25.228    0.631    -2.839    3.000    0.146 | -4.892    7.332    0.151
1768819192.082787   20.719    0.518    -2.984    2.880    0.418 | -4.920    7.307    0.150
1768819192.121417   34.191    0.855    -3.000    3.000    -1.000 | -4.920    7.307    0.150
1768819192.157906   32.202    0.805    -2.590    2.482    0.258 | -4.919    7.300    0.150
1768819192.184830   36.821    0.921    -3.000    3.000    -0.723 | -4.919    7.300    0.150
1768819192.211845   26.583    0.665    -0.377    2.877    -0.749 | -4.881    7.275    0.150
1768819192.239040   40.000    1.000    -2.059    3.000    -0.899 | -4.881    7.275    0.150
1768819192.269517   7.832    0.196    -1.834    3.000    0.328 | -4.802    7.243    0.150
1768819192.300243   16.194    0.405    -3.000    2.490    -1.000 | -4.802    7.243    0.150
1768819192.339500   0.000    0.000    -2.753    2.798    0.066 | -4.717    7.213    0.150
1768819192.366119   14.149    0.354    -2.915    3.000    0.101 | -4.717    7.213    0.150
1768819192.396104   40.000    1.000    -0.618    2.997    0.116 | -4.603    7.164    0.149
1768819192.427739   0.000    0.000    -3.000    3.000    -0.914 | -4.603    7.164    0.149
1768819192.488146   1.014    0.025    -2.844    3.000    -0.146 | -4.548    7.114    0.149
1768819192.516941   33.657    0.841    -3.000    2.977    -0.903 | -4.548    7.114    0.149
1768819192.544831   0.000    0.000    -3.000    3.000    -0.493 | -4.502    7.065    0.149
1768819192.576912   30.902    0.773    -3.000    3.000    0.158 | -4.502    7.065    0.149
1768819192.604168   33.955    0.849    -0.536    3.000    -0.801 | -4.462    7.048    0.148
1768819192.637913   7.271    0.182    -2.993    2.742    0.500 | -4.462    7.048    0.148
1768819192.667263   15.754    0.394    -2.199    2.803    -1.000 | -4.426    7.046    0.147
1768819192.695049   24.893    0.622    -3.000    2.515    -0.269 | -4.400    7.044    0.147
1768819192.725050   32.581    0.815    -2.972    3.000    -0.356 | -4.400    7.044    0.147
1768819192.783456   11.392    0.285    -2.681    3.000    0.084 | -4.378    7.045    0.146
1768819192.811058   17.070    0.427    -3.000    3.000    0.270 | -4.378    7.045    0.146
1768819192.839118   29.003    0.725    -2.692    2.905    0.508 | -4.301    7.047    0.145
1768819192.868195   0.000    0.000    -3.000    2.922    -0.418 | -4.301    7.047    0.145
1768819192.898904   16.466    0.412    -2.930    3.000    -0.282 | -4.258    7.044    0.144
1768819192.931334   40.000    1.000    -3.000    2.948    0.489 | -4.245    7.044    0.144
1768819192.960477   26.281    0.657    -2.867    2.880    -0.422 | -4.245    7.044    0.144
1768819192.986322   10.420    0.260    -2.805    2.516    0.191 | -4.191    7.037    0.142
1768819193.012863   9.766    0.244    -2.832    2.966    -0.648 | -4.191    7.037    0.142
1768819193.043120   2.041    0.051    -2.995    3.000    0.488 | -4.165    7.026    0.141
1768819193.081971   34.714    0.868    -0.650    3.000    0.066 | -4.165    7.026    0.141
1768819193.129107   29.642    0.741    -2.874    3.000    -0.661 | -4.121    7.011    0.140
1768819193.159754   18.089    0.452    -2.531    3.000    0.724 | -4.121    7.011    0.140
1768819193.191821   34.178    0.854    -3.000    3.000    0.563 | -4.062    7.002    0.139
1768819193.224908   1.788    0.045    -1.267    2.969    -0.690 | -4.062    7.002    0.139
1768819193.256333   19.253    0.481    -3.000    3.000    -1.000 | -3.964    7.003    0.139
1768819193.289018   21.174    0.529    -0.961    3.000    -0.049 | -3.964    7.003    0.139
1768819193.318470   0.000    0.000    -3.000    3.000    0.134 | -3.864    7.015    0.139
1768819193.353754   21.124    0.528    -3.000    1.970    -0.083 | -3.864    7.015    0.139
1768819193.379829   17.899    0.447    -2.953    3.000    -0.438 | -3.710    7.046    0.139
1768819193.406163   25.923    0.648    -3.000    3.000    -0.156 | -3.710    7.046    0.139
1768819193.438682   0.818    0.020    -2.972    2.224    0.312 | -3.587    7.090    0.139
1768819193.477527   10.472    0.262    -3.000    3.000    0.304 | -3.587    7.090    0.139
1768819193.516034   20.545    0.514    -3.000    2.070    0.160 | -3.512    7.128    0.139
1768819193.552812   2.887    0.072    -3.000    1.991    -0.808 | -3.483    7.139    0.138
1768819193.582048   4.228    0.106    -2.202    0.399    0.114 | -3.431    7.159    0.138
1768819193.610567   27.261    0.682    -2.877    2.898    -0.785 | -3.431    7.159    0.138
1768819193.641911   28.986    0.725    -3.000    3.000    -1.000 | -3.375    7.191    0.138
1768819193.672735   13.331    0.333    -3.000    2.424    -0.937 | -3.375    7.191    0.138
1768819193.706403   0.000    0.000    -2.977    2.889    -0.645 | -3.360    7.216    0.137
1768819193.736711   3.044    0.076    -2.219    2.591    0.787 | -3.360    7.216    0.137
1768819193.764712   19.812    0.495    -3.000    3.000    0.403 | -3.374    7.226    0.138
1768819193.794766   0.000    0.000    -3.000    3.000    -0.599 | -3.374    7.226    0.138
1768819193.828542   27.373    0.684    -2.907    2.890    -1.000 | -3.396    7.214    0.138
1768819193.859772   40.000    1.000    -2.054    2.118    -0.639 | -3.396    7.214    0.138
1768819193.889609   15.324    0.383    -2.450    3.000    -0.747 | -3.424    7.192    0.137
1768819193.919809   6.343    0.159    -2.861    2.005    -0.157 | -3.424    7.192    0.137
1768819193.948309   11.879    0.297    -3.000    3.000    -1.000 | -3.443    7.169    0.137
1768819193.973954   33.953    0.849    -2.894    2.007    0.831 | -3.443    7.169    0.137
1768819193.999340   10.120    0.253    -2.864    2.460    0.135 | -3.464    7.128    0.137
1768819194.028441   12.019    0.300    -3.000    2.907    -0.427 | -3.464    7.128    0.137
1768819194.064441   26.714    0.668    -3.000    3.000    -1.000 | -3.494    7.069    0.136
1768819194.094401   3.788    0.095    -2.789    3.000    0.163 | -3.494    7.069    0.136
1768819194.121475   40.000    1.000    -2.966    0.518    0.740 | -3.505    7.033    0.136
1768819194.150833   30.732    0.768    -2.908    3.000    -0.404 | -3.505    7.033    0.136
1768819194.175847   40.000    1.000    -3.000    2.998    -0.123 | -3.517    6.982    0.135
1768819194.206203   25.054    0.626    -2.968    0.429    -0.759 | -3.517    6.982    0.135
1768819194.241952   26.254    0.656    -3.000    3.000    -0.563 | -3.531    6.965    0.135
1768819194.282067   2.418    0.060    -2.834    2.057    -0.606 | -3.531    6.965    0.135
1768819194.310080   35.840    0.896    -3.000    0.743    -0.523 | -3.538    6.960    0.135
1768819194.347187   14.301    0.358    -3.000    2.447    -1.000 | -3.538    6.960    0.135
1768819194.374723   40.000    1.000    -2.897    2.566    -1.000 | -3.541    6.966    0.134
1768819194.399519   40.000    1.000    -3.000    1.533    0.163 | -3.541    6.966    0.134
1768819194.430381   5.359    0.134    -3.000    0.626    -0.076 | -3.558    6.992    0.134
1768819194.461686   11.958    0.299    -3.000    3.000    0.893 | -3.558    6.992    0.134
1768819194.495745   0.000    0.000    -3.000    1.613    -0.953 | -3.590    7.027    0.133
1768819194.525437   11.193    0.280    -2.840    0.775    -0.670 | -3.590    7.027    0.133
1768819194.552149   16.736    0.418    -3.000    -0.775    -0.761 | -3.661    7.079    0.132
1768819194.578685   19.096    0.477    -2.995    2.539    -0.803 | -3.661    7.079    0.132
1768819194.618581   22.707    0.568    -3.000    1.086    0.216 | -3.725    7.134    0.131
1768819194.663344   30.378    0.759    -2.965    -0.783    0.448 | -3.725    7.134    0.131
1768819194.697105   12.906    0.323    -2.475    -1.446    -0.365 | -3.777    7.171    0.130
1768819194.723726   3.540    0.088    -2.901    -0.575    -0.056 | -3.777    7.171    0.130
1768819194.749754   18.050    0.451    -2.368    -0.671    0.409 | -3.854    7.200    0.129
1768819194.774607   21.606    0.540    -2.094    -2.266    0.496 | -3.854    7.200    0.129
1768819194.805209   10.081    0.252    -2.999    -3.000    -0.781 | -3.954    7.235    0.128
1768819194.838057   40.000    1.000    -1.739    -2.971    -0.877 | -3.954    7.235    0.128
1768819194.866916   30.766    0.769    -2.176    0.952    -1.000 | -4.018    7.252    0.128
1768819194.895425   15.386    0.385    -3.000    -0.569    0.285 | -4.018    7.252    0.128
1768819194.940319   11.668    0.292    -2.209    2.577    -0.113 | -4.162    7.284    0.127
1768819194.982008   20.957    0.524    -1.241    3.000    0.328 | -4.162    7.284    0.127
1768819195.059016   40.000    1.000    -2.987    -1.716    0.034 | -4.263    7.283    0.126
1768819195.105957   16.160    0.404    -2.889    3.000    -0.377 | -4.263    7.283    0.126
1768819195.130972   1.027    0.026    -0.557    2.293    -0.673 | -4.363    7.266    0.126
1768819195.159406   29.834    0.746    -2.422    2.789    -0.514 | -4.363    7.266    0.126
1768819195.185831   26.287    0.657    -1.034    2.613    -0.619 | -4.415    7.223    0.125
1768819195.217936   20.638    0.516    -2.132    2.361    0.419 | -4.415    7.223    0.125
1768819195.254120   28.792    0.720    -2.223    2.860    0.246 | -4.448    7.180    0.125
1768819195.284302   36.913    0.923    1.657    1.178    0.247 | -4.448    7.180    0.125
1768819195.312144   34.399    0.860    0.050    3.000    -0.620 | -4.466    7.162    0.124
1768819195.340120   35.140    0.878    -2.228    2.956    0.370 | -4.466    7.162    0.124
1768819195.370744   4.830    0.121    -1.872    2.914    -0.398 | -4.478    7.137    0.123
1768819195.397966   1.821    0.046    2.109    2.682    -0.475 | -4.478    7.137    0.123
1768819195.430419   1.978    0.049    -0.616    3.000    0.005 | -4.465    7.122    0.122
1768819195.473849   16.285    0.407    -2.402    3.000    -0.642 | -4.465    7.122    0.122
1768819195.501375   40.000    1.000    -2.098    1.183    1.000 | -4.445    7.101    0.121
1768819195.527538   38.170    0.954    -1.636    2.448    -0.528 | -4.445    7.101    0.121
1768819195.552642   0.764    0.019    -3.000    2.522    0.475 | -4.413    7.076    0.120
1768819195.585751   33.249    0.831    -3.000    0.156    0.112 | -4.413    7.076    0.120
1768819195.621269   4.305    0.108    -3.000    1.921    -0.517 | -4.375    7.078    0.119
1768819195.654740   12.498    0.312    -3.000    2.113    -0.677 | -4.375    7.078    0.119
1768819195.686136   34.431    0.861    -3.000    1.557    -1.000 | -4.347    7.107    0.119
1768819195.716217   35.664    0.892    -1.394    2.073    -1.000 | -4.347    7.107    0.119
1768819195.745124   31.586    0.790    -2.780    3.000    -0.575 | -4.321    7.164    0.118
1768819195.771250   37.255    0.931    -2.957    1.609    0.503 | -4.321    7.164    0.118
1768819195.795595   0.000    0.000    -1.257    2.497    -0.693 | -4.306    7.220    0.117
1768819195.821814   17.967    0.449    -2.061    1.776    -0.560 | -4.306    7.220    0.117
1768819195.857867   36.980    0.924    -3.000    0.930    -0.401 | -4.303    7.245    0.117
1768819195.916584   29.258    0.731    -1.515    2.478    0.316 | -4.303    7.245    0.117
1768819195.942636   35.664    0.892    -2.994    -2.384    -0.751 | -4.296    7.241    0.116
1768819195.969825   40.000    1.000    -3.000    3.000    -0.945 | -4.296    7.241    0.116
1768819196.002134   12.371    0.309    -3.000    2.350    -0.061 | -4.273    7.188    0.114
1768819196.027832   31.058    0.776    -3.000    1.928    -0.271 | -4.273    7.188    0.114
1768819196.054112   16.047    0.401    -2.701    1.746    0.210 | -4.238    7.104    0.113
1768819196.089544   10.380    0.259    -3.000    2.029    -0.469 | -4.238    7.104    0.113
1768819196.133284   40.000    1.000    -2.783    -0.744    0.971 | -4.190    7.008    0.112
1768819196.158603   18.468    0.462    -3.000    2.755    0.292 | -4.190    7.008    0.112
1768819196.185305   12.702    0.318    -3.000    2.032    0.026 | -4.111    6.864    0.111
1768819196.209938   27.950    0.699    -3.000    1.252    0.328 | -4.111    6.864    0.111
1768819196.240876   22.772    0.569    -2.934    -3.000    -0.717 | -3.997    6.678    0.110
1768819196.273581   0.110    0.003    -3.000    -0.447    0.634 | -3.997    6.678    0.110
1768819196.337449   40.000    1.000    -2.765    -0.498    -0.997 | -3.916    6.558    0.110
1768819196.368185   2.170    0.054    -2.983    2.630    0.566 | -3.916    6.558    0.110
1768819196.391915   0.000    0.000    -3.000    3.000    -0.527 | -3.835    6.403    0.110
1768819196.416549   28.764    0.719    -3.000    0.286    -0.038 | -3.835    6.403    0.110
1768819196.446352   15.585    0.390    -3.000    0.221    -0.436 | -3.786    6.293    0.110
1768819196.474723   40.000    1.000    -3.000    1.433    0.672 | -3.786    6.293    0.110
1768819196.505556   0.000    0.000    -3.000    1.947    0.759 | -3.760    6.199    0.111
1768819196.535115   40.000    1.000    -3.000    3.000    1.000 | -3.760    6.199    0.111
1768819196.566482   2.025    0.051    -2.261    2.002    -0.510 | -3.756    6.123    0.111
1768819196.591677   0.000    0.000    -2.775    2.413    0.903 | -3.756    6.123    0.111
1768819196.626480   13.264    0.332    -2.680    3.000    -0.639 | -3.759    6.002    0.112
1768819196.656656   10.094    0.252    -3.000    2.812    -0.594 | -3.759    6.002    0.112
1768819196.688932   2.531    0.063    -3.000    0.397    0.980 | -3.795    5.879    0.113
1768819196.736398   22.632    0.566    -3.000    3.000    0.565 | -3.795    5.879    0.113
1768819196.765621   24.792    0.620    -3.000    3.000    -0.089 | -3.816    5.806    0.114
1768819196.791839   40.000    1.000    -2.999    0.482    -0.267 | -3.816    5.806    0.114
1768819196.817270   18.600    0.465    -2.605    3.000    1.000 | -3.843    5.717    0.115
1768819196.845702   39.409    0.985    -3.000    -0.423    1.000 | -3.843    5.717    0.115
1768819196.872406   11.766    0.294    -3.000    1.020    -0.048 | -3.896    5.600    0.116
1768819196.902351   20.437    0.511    -2.396    1.892    -1.000 | -3.896    5.600    0.116
1768819196.933015   40.000    1.000    -3.000    2.338    0.276 | -3.933    5.504    0.116
1768819196.961096   28.419    0.710    -3.000    3.000    -0.681 | -3.933    5.504    0.116
1768819196.985941   2.527    0.063    -3.000    2.754    0.016 | -3.953    5.429    0.117
1768819197.013872   31.401    0.785    -3.000    3.000    0.181 | -3.953    5.429    0.117
1768819197.041190   8.261    0.207    -2.481    3.000    -0.748 | -3.980    5.346    0.117
1768819197.080397   30.508    0.763    -2.894    0.092    -0.873 | -3.980    5.346    0.117
1768819197.128882   3.123    0.078    -2.990    0.122    -0.195 | -4.004    5.309    0.117
1768819197.171949   15.600    0.390    -3.000    2.727    0.171 | -4.004    5.309    0.117
1768819197.199763   24.178    0.604    -2.666    2.970    0.818 | -4.031    5.272    0.118
1768819197.236802   22.206    0.555    -3.000    2.680    -0.159 | -4.031    5.272    0.118
1768819197.275255   37.669    0.942    -2.566    3.000    0.267 | -4.054    5.230    0.117
1768819197.311508   0.000    0.000    -2.340    2.985    -0.836 | -4.054    5.230    0.117
1768819197.351897   14.590    0.365    -3.000    3.000    -0.410 | -4.071    5.192    0.117
1768819197.393089   33.159    0.829    -2.624    2.688    0.762 | -4.071    5.192    0.117
1768819197.427193   22.161    0.554    -2.250    2.895    -0.456 | -4.087    5.161    0.116
1768819197.452253   29.193    0.730    -3.000    3.000    0.020 | -4.103    5.127    0.116
1768819197.478179   36.564    0.914    -2.509    2.835    1.000 | -4.103    5.127    0.116
1768819197.513529   10.173    0.254    -1.781    2.947    1.000 | -4.114    5.101    0.115
1768819197.548758   16.810    0.420    -2.824    2.913    -0.178 | -4.114    5.101    0.115
1768819197.598406   40.000    1.000    -3.000    2.950    0.679 | -4.113    5.081    0.115
1768819197.640732   19.920    0.498    -3.000    1.946    -0.166 | -4.113    5.081    0.115
1768819197.676950   26.785    0.670    -3.000    3.000    0.951 | -4.112    5.081    0.115
1768819197.704310   40.000    1.000    -3.000    3.000    0.955 | -4.112    5.081    0.115
1768819197.729441   32.362    0.809    -3.000    2.547    0.331 | -4.119    5.079    0.114
1768819197.755532   0.000    0.000    -2.756    3.000    1.000 | -4.119    5.079    0.114
1768819197.784822   36.433    0.911    -0.551    2.847    0.973 | -4.127    5.079    0.113
1768819197.820027   0.000    0.000    -2.919    3.000    0.370 | -4.127    5.079    0.113
1768819197.867186   32.852    0.821    -1.568    2.838    0.547 | -4.149    5.080    0.113
1768819197.910451   40.000    1.000    0.403    3.000    0.982 | -4.149    5.080    0.113
1768819197.953495   17.540    0.438    -2.365    3.000    -0.743 | -4.176    5.079    0.113
1768819197.984116   5.426    0.136    -1.633    3.000    -1.000 | -4.176    5.079    0.113
1768819198.013983   2.514    0.063    -1.129    3.000    -0.788 | -4.213    5.074    0.113
1768819198.039885   26.809    0.670    0.642    3.000    -0.027 | -4.213    5.074    0.113
1768819198.073665   39.217    0.980    -0.235    2.593    1.000 | -4.255    5.064    0.112
1768819198.111239   40.000    1.000    -3.000    3.000    -0.051 | -4.255    5.064    0.112
1768819198.147496   39.173    0.979    -0.892    3.000    0.771 | -4.277    5.055    0.112
1768819198.178370   3.041    0.076    2.856    3.000    1.000 | -4.277    5.055    0.112
1768819198.205415   34.049    0.851    3.000    3.000    1.000 | -4.286    5.060    0.113
1768819198.239890   0.000    0.000    0.664    3.000    0.333 | -4.286    5.060    0.113
1768819198.275366   24.583    0.615    2.025    2.979    0.627 | -4.270    5.076    0.113
1768819198.315213   38.200    0.955    -3.000    3.000    0.941 | -4.270    5.076    0.113
1768819198.370030   24.272    0.607    0.248    3.000    -0.962 | -4.223    5.107    0.113
1768819198.403315   5.776    0.144    -2.995    3.000    -1.000 | -4.223    5.107    0.113
1768819198.431023   40.000    1.000    -1.784    2.851    -0.748 | -4.155    5.167    0.113
1768819198.456439   20.473    0.512    -1.059    3.000    0.324 | -4.155    5.167    0.113
1768819198.483752   5.394    0.135    -0.788    3.000    0.652 | -4.099    5.228    0.114
1768819198.516602   10.235    0.256    2.433    2.627    -0.838 | -4.099    5.228    0.114
1768819198.546914   40.000    1.000    3.000    3.000    0.808 | -4.074    5.290    0.115
1768819198.591024   23.663    0.592    0.876    3.000    0.382 | -4.074    5.290    0.115
1768819198.621684   23.338    0.583    0.845    3.000    0.016 | -4.080    5.345    0.116
1768819198.648869   37.356    0.934    -1.398    2.951    0.197 | -4.080    5.345    0.116
1768819198.674137   30.899    0.772    2.638    2.721    0.556 | -4.086    5.397    0.117
1768819198.701124   8.895    0.222    1.255    3.000    0.179 | -4.086    5.397    0.117
1768819198.731143   37.493    0.937    2.865    2.992    0.286 | -4.070    5.449    0.118
1768819198.769694   23.740    0.594    2.041    2.638    -0.220 | -4.070    5.449    0.118
1768819198.805429   36.817    0.920    2.929    3.000    0.727 | -4.041    5.508    0.119
1768819198.849987   2.609    0.065    2.790    3.000    0.258 | -4.041    5.508    0.119
1768819198.885594   40.000    1.000    3.000    2.098    0.067 | -4.008    5.579    0.120
1768819198.913177   8.397    0.210    2.601    3.000    0.566 | -4.008    5.579    0.120
1768819198.939892   14.736    0.368    3.000    3.000    0.418 | -3.971    5.660    0.121
1768819198.965616   40.000    1.000    3.000    3.000    0.293 | -3.971    5.660    0.121
1768819199.006338   14.136    0.353    2.299    3.000    0.976 | -3.943    5.755    0.121
1768819199.052364   40.000    1.000    2.451    2.931    -0.525 | -3.943    5.755    0.121
1768819199.084358   0.000    0.000    2.914    2.848    -0.157 | -3.940    5.824    0.121
1768819199.113503   28.568    0.714    2.898    3.000    -0.382 | -3.940    5.824    0.121
1768819199.142211   0.000    0.000    3.000    2.335    0.421 | -3.966    5.905    0.121
1768819199.173704   39.131    0.978    3.000    3.000    -0.633 | -3.966    5.905    0.121
1768819199.198236   19.878    0.497    3.000    2.985    -0.227 | -3.998    5.944    0.121
1768819199.226936   14.052    0.351    0.503    3.000    0.186 | -3.998    5.944    0.121
1768819199.259099   7.503    0.188    3.000    2.801    0.438 | -4.052    5.957    0.121
1768819199.288703   38.258    0.956    3.000    3.000    -0.317 | -4.052    5.957    0.121
1768819199.327407   37.256    0.931    2.911    2.984    0.528 | -4.107    5.951    0.120
1768819199.365275   40.000    1.000    3.000    3.000    0.807 | -4.107    5.951    0.120
1768819199.398690   23.054    0.576    1.835    3.000    0.703 | -4.188    5.907    0.120
1768819199.439291   35.608    0.890    2.501    3.000    0.574 | -4.188    5.907    0.120
1768819199.489804   39.823    0.996    2.941    3.000    0.192 | -4.290    5.860    0.119
1768819199.537376   0.000    0.000    2.274    2.539    -0.540 | -4.290    5.860    0.119
1768819199.570760   33.369    0.834    2.846    3.000    0.692 | -4.374    5.855    0.119
1768819199.601003   3.310    0.083    1.000    3.000    0.406 | -4.374    5.855    0.119
1768819199.642458   0.000    0.000    1.389    2.571    -0.149 | -4.481    5.862    0.119
1768819199.676454   0.000    0.000    1.139    3.000    0.472 | -4.481    5.862    0.119
1768819199.706490   24.257    0.606    3.000    2.847    0.005 | -4.577    5.885    0.119
1768819199.741525   8.899    0.222    2.915    3.000    0.081 | -4.577    5.885    0.119
1768819199.781452   17.021    0.426    2.393    2.739    0.518 | -4.679    5.921    0.118
1768819199.824868   5.172    0.129    2.836    3.000    0.392 | -4.679    5.921    0.118
1768819199.863335   28.789    0.720    2.048    3.000    -1.000 | -4.741    5.972    0.118
1768819199.912822   11.432    0.286    2.521    3.000    -0.219 | -4.741    5.972    0.118
1768819199.964759   0.000    0.000    2.171    2.740    -0.716 | -4.792    6.012    0.118
1768819200.021959   20.291    0.507    2.597    3.000    0.735 | -4.792    6.012    0.118
1768819200.071903   28.268    0.707    3.000    3.000    -0.529 | -4.832    6.069    0.119
1768819200.133787   6.971    0.174    2.954    2.727    0.722 | -4.832    6.069    0.119
1768819200.170388   27.684    0.692    2.112    3.000    0.500 | -4.847    6.129    0.119
1768819200.200252   11.902    0.298    2.890    3.000    -0.594 | -4.847    6.129    0.119
1768819200.231318   8.491    0.212    2.837    2.982    -0.186 | -4.850    6.204    0.119
1768819200.256409   31.155    0.779    2.509    3.000    -0.026 | -4.850    6.204    0.119
1768819200.284074   0.000    0.000    2.224    3.000    0.780 | -4.849    6.299    0.119
1768819200.328380   24.032    0.601    2.759    3.000    0.048 | -4.849    6.299    0.119
1768819200.364116   7.486    0.187    2.764    2.305    0.568 | -4.836    6.392    0.119
1768819200.394070   17.725    0.443    -1.703    3.000    0.350 | -4.836    6.392    0.119
1768819200.418400   0.000    0.000    3.000    3.000    -1.000 | -4.815    6.477    0.119
1768819200.447049   40.000    1.000    1.281    2.485    -0.191 | -4.815    6.477    0.119
1768819200.478367   34.266    0.857    2.729    3.000    0.303 | -4.801    6.542    0.120
1768819200.519785   26.411    0.660    3.000    3.000    0.287 | -4.801    6.542    0.120
1768819200.584091   8.255    0.206    3.000    2.599    -0.480 | -4.799    6.678    0.120
1768819200.621441   26.839    0.671    2.778    2.652    -0.724 | -4.799    6.678    0.120
1768819200.662699   40.000    1.000    3.000    2.311    -0.369 | -4.805    6.759    0.120
1768819200.699000   3.651    0.091    2.887    2.975    0.048 | -4.805    6.759    0.120
1768819200.732501   31.341    0.784    3.000    3.000    -0.834 | -4.822    6.891    0.120
1768819200.757162   36.532    0.913    3.000    3.000    0.915 | -4.822    6.891    0.120
1768819200.785764   32.544    0.814    2.667    3.000    0.269 | -4.822    6.973    0.121
1768819200.814850   30.342    0.759    2.842    3.000    -0.036 | -4.822    6.973    0.121
1768819200.840867   0.000    0.000    3.000    2.560    0.345 | -4.812    7.060    0.122
1768819200.868484   0.498    0.012    2.987    2.733    0.307 | -4.812    7.060    0.122
1768819200.896262   40.000    1.000    3.000    2.453    0.959 | -4.796    7.157    0.123
1768819200.922433   26.321    0.658    3.000    3.000    0.436 | -4.796    7.157    0.123
1768819200.957434   23.529    0.588    3.000    2.091    0.718 | -4.794    7.253    0.124
1768819200.991643   28.459    0.711    3.000    2.694    0.444 | -4.794    7.253    0.124
1768819201.029397   22.394    0.560    2.825    0.743    0.289 | -4.808    7.330    0.124
1768819201.060397   5.023    0.126    3.000    3.000    0.286 | -4.808    7.330    0.124
1768819201.097295   11.337    0.283    2.642    3.000    -0.265 | -4.816    7.424    0.125
1768819201.129526   34.520    0.863    2.762    3.000    0.504 | -4.816    7.424    0.125
1768819201.165909   0.000    0.000    3.000    3.000    -0.164 | -4.815    7.514    0.127
1768819201.197526   37.855    0.946    3.000    0.374    0.539 | -4.815    7.514    0.127
1768819201.233639   24.672    0.617    3.000    2.541    0.727 | -4.794    7.559    0.127
1768819201.269105   25.893    0.647    3.000    0.868    0.270 | -4.794    7.559    0.127
1768819201.304353   35.902    0.898    2.515    1.995    0.436 | -4.766    7.574    0.128
1768819201.349586   30.381    0.760    3.000    3.000    0.090 | -4.766    7.574    0.128
1768819201.394491   9.124    0.228    3.000    2.153    0.355 | -4.733    7.576    0.128
1768819201.434805   36.339    0.908    3.000    3.000    0.507 | -4.733    7.576    0.128
