time,  thrust_N,   thrust_norm,    p,  q,  r | x, y, z
35.044000   18.838    0.471    2.988    -0.519    -0.645 | 13.997    -32.451    0.912
35.068000   15.101    0.378    3.000    -1.936    0.629 | 14.046    -32.400    0.909
35.088000   2.822    0.071    3.000    -2.564    0.733 | 14.079    -32.365    0.907
35.112000   24.973    0.624    3.000    1.823    0.883 | 14.153    -32.295    0.903
35.140000   21.631    0.541    3.000    2.413    0.625 | 14.215    -32.246    0.901
35.168000   40.000    1.000    3.000    -1.704    1.000 | 14.215    -32.246    0.901
35.200000   27.894    0.697    3.000    0.540    -0.737 | 14.374    -32.158    0.894
35.228000   11.694    0.292    2.930    -2.397    0.817 | 14.421    -32.142    0.892
35.248000   6.042    0.151    3.000    2.736    -0.613 | 14.516    -32.124    0.888
35.268000   22.970    0.574    3.000    -3.000    -0.091 | 14.583    -32.124    0.885
35.292000   29.047    0.726    3.000    -3.000    0.392 | 14.627    -32.123    0.883
35.316000   28.310    0.708    3.000    -3.000    1.000 | 14.715    -32.121    0.877
35.340000   40.000    1.000    2.533    -2.932    0.582 | 14.773    -32.122    0.873
35.360000   7.446    0.186    2.893    -3.000    0.539 | 14.773    -32.122    0.873
35.388000   2.763    0.069    3.000    -2.538    0.681 | 14.886    -32.115    0.865
35.412000   24.180    0.604    3.000    0.390    -0.699 | 14.927    -32.107    0.862
35.436000   18.856    0.471    3.000    -3.000    0.406 | 15.009    -32.085    0.856
35.460000   0.000    0.000    3.000    -3.000    -1.000 | 15.069    -32.065    0.852
35.488000   39.752    0.994    3.000    -3.000    0.546 | 15.126    -32.043    0.848
35.512000   37.770    0.944    2.971    -2.156    0.179 | 15.183    -32.014    0.845
35.528000   0.000    0.000    3.000    -2.113    -0.260 | 15.219    -31.990    0.842
35.560000   33.568    0.839    3.000    -2.558    0.312 | 15.287    -31.932    0.837
35.584000   9.594    0.240    3.000    -2.717    1.000 | 15.320    -31.897    0.834
35.608000   19.241    0.481    2.973    -3.000    0.005 | 15.380    -31.818    0.829
35.632000   6.997    0.175    3.000    -0.551    0.141 | 15.423    -31.753    0.826
35.656000   1.626    0.041    2.087    -1.328    -0.584 | 15.463    -31.684    0.822
35.680000   18.173    0.454    3.000    -2.835    -0.498 | 15.500    -31.610    0.819
35.704000   5.440    0.136    3.000    -2.766    -1.000 | 15.500    -31.610    0.819
35.724000   0.000    0.000    3.000    -2.910    0.549 | 15.553    -31.480    0.812
35.748000   11.568    0.289    3.000    -3.000    -1.000 | 15.566    -31.442    0.810
35.772000   33.408    0.835    2.764    -2.942    0.915 | 15.582    -31.373    0.805
35.804000   20.380    0.510    3.000    -3.000    -0.356 | 15.589    -31.303    0.801
35.836000   11.385    0.285    3.000    -3.000    0.978 | 15.588    -31.235    0.796
35.856000   26.368    0.659    3.000    -2.273    -1.000 | 15.591    -31.194    0.793
35.888000   12.736    0.318    3.000    -2.693    -0.759 | 15.596    -31.155    0.789
35.912000   4.363    0.109    2.902    -2.567    -0.999 | 15.599    -31.114    0.786
35.936000   17.463    0.437    3.000    -2.463    -0.638 | 15.602    -31.086    0.784
35.960000   34.011    0.850    3.000    -2.977    0.369 | 15.606    -31.024    0.779
35.988000   37.181    0.930    2.932    -3.000    -0.171 | 15.606    -31.024    0.779
36.012000   13.766    0.344    3.000    -2.978    -0.505 | 15.620    -30.969    0.773
36.040000   12.314    0.308    3.000    -3.000    -0.732 | 15.638    -30.922    0.769
36.068000   22.766    0.569    3.000    -2.409    -0.471 | 15.656    -30.886    0.765
36.096000   30.192    0.755    3.000    -2.914    -0.362 | 15.667    -30.869    0.762
36.124000   9.881    0.247    2.959    -1.335    -1.000 | 15.667    -30.869    0.762
36.144000   23.873    0.597    3.000    -2.503    -0.065 | 15.683    -30.850    0.757
36.168000   6.629    0.166    2.632    -3.000    -0.574 | 15.696    -30.841    0.754
36.196000   19.756    0.494    3.000    -2.683    -0.650 | 15.705    -30.837    0.751
36.224000   0.000    0.000    2.673    -2.712    -1.000 | 15.714    -30.833    0.747
36.248000   21.561    0.539    2.634    -2.764    0.787 | 15.723    -30.830    0.743
36.272000   40.000    1.000    2.623    -3.000    -1.000 | 15.728    -30.828    0.739
36.300000   18.557    0.464    2.875    -2.602    -0.331 | 15.732    -30.824    0.736
36.320000   0.000    0.000    3.000    -3.000    -1.000 | 15.739    -30.821    0.732
36.348000   28.285    0.707    2.683    -3.000    -0.430 | 15.742    -30.820    0.728
36.376000   27.796    0.695    2.724    -3.000    -0.181 | 15.741    -30.820    0.725
36.400000   0.813    0.020    3.000    -3.000    -0.423 | 15.739    -30.830    0.721
36.424000   32.659    0.816    2.394    -3.000    -0.760 | 15.740    -30.844    0.718
36.452000   8.803    0.220    1.422    -3.000    0.230 | 15.739    -30.866    0.713
36.476000   28.925    0.723    2.922    -3.000    0.583 | 15.738    -30.881    0.710
36.496000   30.771    0.769    3.000    -2.981    -1.000 | 15.737    -30.886    0.708
36.528000   37.790    0.945    2.615    -3.000    -0.873 | 15.733    -30.902    0.702
36.552000   16.526    0.413    -0.373    -2.858    -0.696 | 15.729    -30.916    0.699
36.576000   29.275    0.732    2.056    -3.000    -1.000 | 15.729    -30.937    0.695
36.608000   25.059    0.626    2.360    -2.833    0.785 | 15.727    -30.967    0.690
36.632000   9.709    0.243    -2.912    -3.000    -0.360 | 15.722    -30.983    0.688
36.652000   34.620    0.866    1.023    -3.000    -0.677 | 15.716    -31.000    0.685
36.680000   21.293    0.532    1.575    -3.000    -0.773 | 15.716    -31.000    0.685
36.708000   6.498    0.162    -0.164    -3.000    -0.328 | 15.692    -31.086    0.677
36.732000   40.000    1.000    -1.981    -3.000    0.243 | 15.675    -31.133    0.672
36.756000   20.711    0.518    -2.950    -2.893    -0.865 | 15.663    -31.169    0.669
36.788000   0.000    0.000    -2.775    -3.000    -0.114 | 15.656    -31.206    0.666
36.812000   2.127    0.053    -1.329    -3.000    -0.678 | 15.648    -31.254    0.661
36.828000   9.108    0.228    -0.122    -3.000    -0.299 | 15.648    -31.276    0.659
36.856000   3.396    0.085    -1.029    -2.582    0.607 | 15.649    -31.313    0.656
36.884000   10.731    0.268    -3.000    -3.000    0.330 | 15.652    -31.347    0.653
36.908000   40.000    1.000    -2.095    -2.744    -0.403 | 15.658    -31.374    0.650
36.936000   23.666    0.592    -3.000    -3.000    -0.953 | 15.658    -31.374    0.650
36.960000   18.858    0.471    -0.358    -3.000    -0.000 | 15.675    -31.422    0.643
36.980000   9.828    0.246    1.729    -3.000    1.000 | 15.675    -31.428    0.642
37.004000   11.342    0.284    -3.000    -3.000    -0.853 | 15.670    -31.450    0.639
37.036000   17.652    0.441    -0.346    -3.000    0.663 | 15.670    -31.450    0.639
37.064000   28.787    0.720    -3.000    -3.000    -0.040 | 15.668    -31.486    0.630
37.092000   0.000    0.000    -2.811    -3.000    0.509 | 15.675    -31.501    0.627
37.116000   40.000    1.000    -2.820    -3.000    0.382 | 15.692    -31.520    0.624
37.136000   32.598    0.815    -1.030    -3.000    -0.881 | 15.703    -31.531    0.622
37.160000   18.565    0.464    -2.533    -3.000    0.081 | 15.725    -31.548    0.620
37.188000   1.841    0.046    -2.140    -3.000    0.668 | 15.762    -31.567    0.617
37.212000   12.055    0.301    -1.364    -3.000    -0.521 | 15.782    -31.575    0.616
37.244000   23.984    0.600    -2.991    -2.797    0.042 | 15.819    -31.583    0.613
37.268000   24.298    0.607    -2.537    -3.000    -0.627 | 15.848    -31.583    0.609
37.292000   5.168    0.129    -1.513    -3.000    0.339 | 15.848    -31.583    0.609
37.316000   25.640    0.641    -0.008    -3.000    -0.455 | 15.888    -31.566    0.605
37.336000   8.096    0.202    -3.000    -2.852    -0.963 | 15.915    -31.547    0.602
37.364000   15.674    0.392    -2.090    -3.000    -0.375 | 15.951    -31.509    0.599
37.396000   40.000    1.000    -1.835    -3.000    -1.000 | 15.981    -31.458    0.595
37.416000   0.000    0.000    -1.306    -3.000    -0.617 | 15.994    -31.429    0.593
37.436000   31.014    0.775    0.360    -3.000    -0.260 | 15.994    -31.429    0.593
37.464000   31.873    0.797    -1.544    -3.000    -0.322 | 16.024    -31.342    0.588
37.488000   25.180    0.629    -0.262    -2.976    -0.552 | 16.030    -31.304    0.586
37.516000   40.000    1.000    -0.833    -3.000    -1.000 | 16.030    -31.304    0.586
37.540000   9.283    0.232    0.924    -2.950    -0.081 | 16.024    -31.244    0.581
37.560000   6.894    0.172    1.070    -3.000    0.800 | 16.017    -31.214    0.577
37.588000   33.552    0.839    -0.370    -1.891    -0.242 | 16.017    -31.214    0.577
37.616000   1.352    0.034    1.209    -3.000    -1.000 | 16.012    -31.187    0.574
37.644000   17.477    0.437    -1.965    -2.262    -0.509 | 16.015    -31.165    0.571
37.668000   10.916    0.273    1.887    -2.720    -0.075 | 16.013    -31.153    0.569
37.684000   37.584    0.940    2.572    -3.000    0.728 | 16.009    -31.147    0.568
37.712000   3.396    0.085    2.434    -2.827    -1.000 | 15.998    -31.143    0.566
37.736000   28.476    0.712    2.888    -2.931    -0.035 | 15.976    -31.146    0.564
37.768000   0.000    0.000    2.736    -2.243    -0.425 | 15.949    -31.152    0.562
37.796000   0.000    0.000    -0.383    -2.893    0.146 | 15.934    -31.157    0.560
37.816000   36.250    0.906    3.000    -3.000    0.784 | 15.901    -31.164    0.559
37.840000   17.733    0.443    0.503    -3.000    0.247 | 15.901    -31.164    0.559
37.868000   9.851    0.246    3.000    -2.887    0.189 | 15.856    -31.167    0.555
37.892000   0.000    0.000    2.629    -3.000    0.054 | 15.845    -31.165    0.554
37.916000   1.801    0.045    3.000    -2.210    0.522 | 15.822    -31.159    0.552
37.940000   0.354    0.009    3.000    -2.076    -0.100 | 15.822    -31.159    0.552
37.964000   3.902    0.098    2.909    -3.000    0.686 | 15.792    -31.154    0.549
37.988000   8.317    0.208    2.971    -2.419    0.931 | 15.769    -31.149    0.547
38.012000   6.726    0.168    0.896    -2.717    -0.314 | 15.756    -31.150    0.545
38.040000   33.130    0.828    3.000    -2.498    -0.829 | 15.749    -31.154    0.543
38.064000   26.422    0.661    3.000    -0.770    -0.607 | 15.747    -31.160    0.542
38.088000   29.804    0.745    3.000    -3.000    -0.588 | 15.746    -31.182    0.540
38.112000   33.179    0.829    3.000    -2.320    -0.566 | 15.744    -31.198    0.539
38.136000   32.633    0.816    3.000    -2.094    0.400 | 15.743    -31.230    0.537
38.160000   30.283    0.757    3.000    -3.000    0.093 | 15.738    -31.274    0.535
38.180000   31.431    0.786    3.000    -2.704    0.177 | 15.732    -31.295    0.534
38.204000   29.045    0.726    3.000    -2.838    0.029 | 15.718    -31.328    0.533
38.232000   19.840    0.496    3.000    -2.886    -0.040 | 15.708    -31.363    0.531
38.256000   10.528    0.263    2.675    -2.561    -0.021 | 15.703    -31.403    0.529
38.284000   11.191    0.280    3.000    -1.242    1.000 | 15.703    -31.424    0.527
38.304000   38.290    0.957    3.000    -1.787    -0.218 | 15.707    -31.440    0.526
38.328000   40.000    1.000    3.000    -1.224    0.855 | 15.716    -31.451    0.525
38.356000   19.062    0.477    2.753    -3.000    0.662 | 15.716    -31.451    0.525
38.384000   18.057    0.451    3.000    -2.389    0.625 | 15.789    -31.473    0.521
38.408000   15.897    0.397    3.000    -0.914    0.395 | 15.835    -31.470    0.519
38.436000   26.612    0.665    3.000    -1.688    -0.009 | 15.835    -31.470    0.519
38.460000   35.371    0.884    2.981    0.206    -0.189 | 15.942    -31.464    0.516
38.484000   10.527    0.263    3.000    0.258    0.591 | 15.998    -31.469    0.515
38.512000   0.000    0.000    2.848    -2.370    -0.084 | 15.998    -31.469    0.515
38.540000   40.000    1.000    3.000    0.202    0.378 | 16.130    -31.496    0.511
38.568000   35.982    0.900    2.658    -1.231    0.350 | 16.206    -31.526    0.510
38.592000   30.458    0.761    3.000    -2.667    -0.484 | 16.242    -31.541    0.509
38.620000   14.315    0.358    2.859    2.093    0.564 | 16.326    -31.579    0.506
38.648000   19.751    0.494    0.851    0.484    0.956 | 16.326    -31.579    0.506
38.676000   34.192    0.855    3.000    -0.017    0.384 | 16.423    -31.632    0.502
38.700000   12.514    0.313    3.000    0.811    -0.395 | 16.463    -31.653    0.500
38.732000   40.000    1.000    2.401    0.558    0.041 | 16.503    -31.684    0.497
38.756000   25.776    0.644    3.000    0.836    0.758 | 16.527    -31.711    0.495
38.784000   2.692    0.067    3.000    2.446    0.504 | 16.544    -31.743    0.493
38.812000   34.475    0.862    3.000    3.000    0.950 | 16.556    -31.779    0.491
38.844000   23.243    0.581    2.827    1.201    0.675 | 16.578    -31.837    0.488
38.868000   29.715    0.743    2.671    3.000    -1.000 | 16.583    -31.867    0.486
38.888000   0.000    0.000    2.644    1.840    0.174 | 16.591    -31.899    0.484
38.916000   23.202    0.580    2.923    2.639    0.704 | 16.591    -31.899    0.484
38.940000   0.000    0.000    3.000    1.368    0.377 | 16.617    -31.957    0.480
38.964000   16.670    0.417    3.000    3.000    -0.576 | 16.629    -31.979    0.478
38.992000   27.293    0.682    2.848    0.560    0.203 | 16.629    -31.979    0.478
39.020000   0.000    0.000    2.512    3.000    -0.667 | 16.638    -32.008    0.474
39.048000   10.851    0.271    3.000    3.000    0.278 | 16.646    -32.020    0.471
39.076000   40.000    1.000    3.000    2.926    -0.220 | 16.655    -32.022    0.468
39.100000   28.157    0.704    2.804    3.000    0.737 | 16.661    -32.014    0.466
39.128000   2.222    0.056    2.714    3.000    0.575 | 16.667    -31.999    0.464
39.152000   38.218    0.955    3.000    2.857    -0.009 | 16.675    -31.984    0.462
39.176000   39.991    1.000    3.000    2.595    0.454 | 16.675    -31.984    0.462
39.208000   14.955    0.374    3.000    3.000    0.482 | 16.720    -31.956    0.457
39.228000   28.521    0.713    3.000    3.000    0.915 | 16.731    -31.955    0.456
39.256000   25.360    0.634    3.000    2.711    0.473 | 16.749    -31.960    0.453
39.276000   4.515    0.113    3.000    3.000    -0.128 | 16.753    -31.963    0.452
39.308000   2.232    0.056    2.896    1.728    -0.092 | 16.760    -31.984    0.450
39.332000   40.000    1.000    2.967    3.000    0.052 | 16.767    -31.998    0.448
39.352000   23.436    0.586    1.632    3.000    -0.049 | 16.773    -32.007    0.447
39.376000   40.000    1.000    3.000    3.000    0.117 | 16.788    -32.023    0.445
39.400000   20.511    0.513    3.000    3.000    0.930 | 16.805    -32.033    0.443
39.436000   11.104    0.278    3.000    3.000    -1.000 | 16.805    -32.033    0.443
39.460000   0.000    0.000    2.837    2.504    -0.144 | 16.829    -32.064    0.439
39.484000   40.000    1.000    2.991    3.000    -0.683 | 16.838    -32.096    0.437
39.504000   38.811    0.970    2.953    2.627    0.103 | 16.840    -32.119    0.436
39.532000   5.697    0.142    2.400    2.984    -0.660 | 16.842    -32.144    0.435
39.556000   23.474    0.587    3.000    3.000    0.478 | 16.839    -32.191    0.433
39.584000   23.476    0.587    2.704    2.692    0.992 | 16.839    -32.191    0.433
39.608000   15.734    0.393    3.000    3.000    0.910 | 16.810    -32.255    0.429
39.628000   26.841    0.671    3.000    2.983    -0.883 | 16.794    -32.292    0.428
39.656000   30.133    0.753    2.370    3.000    -0.906 | 16.779    -32.333    0.426
39.680000   14.156    0.354    2.195    3.000    -0.148 | 16.767    -32.374    0.424
39.700000   0.000    0.000    2.657    2.887    -0.131 | 16.757    -32.399    0.423
39.728000   26.136    0.653    2.350    3.000    0.572 | 16.757    -32.399    0.423
39.752000   31.204    0.780    -1.537    3.000    -0.908 | 16.719    -32.459    0.420
39.776000   5.916    0.148    2.769    3.000    -0.700 | 16.693    -32.482    0.417
39.800000   0.000    0.000    2.055    3.000    0.660 | 16.670    -32.490    0.415
39.824000   19.601    0.490    0.209    2.882    -0.879 | 16.670    -32.490    0.415
39.856000   12.742    0.319    3.000    3.000    0.343 | 16.627    -32.478    0.411
39.880000   40.000    1.000    -2.992    2.824    1.000 | 16.609    -32.454    0.408
39.900000   0.000    0.000    0.224    2.476    -0.363 | 16.603    -32.432    0.405
39.924000   22.103    0.553    -1.202    3.000    0.851 | 16.598    -32.402    0.403
39.952000   33.467    0.837    2.386    2.775    -0.995 | 16.597    -32.378    0.402
39.976000   37.948    0.949    -0.217    3.000    -0.615 | 16.599    -32.335    0.399
40.000000   3.021    0.076    2.087    3.000    0.167 | 16.597    -32.268    0.396
40.024000   8.100    0.202    -1.652    3.000    -1.000 | 16.594    -32.244    0.394
40.040000   33.496    0.837    -0.083    2.805    -0.598 | 16.589    -32.220    0.393
40.060000   29.252    0.731    2.352    3.000    -0.622 | 16.586    -32.183    0.391
40.088000   11.848    0.296    -1.370    2.873    0.105 | 16.589    -32.144    0.389
40.112000   32.838    0.821    3.000    3.000    0.870 | 16.594    -32.117    0.387
40.140000   39.518    0.988    -1.705    2.609    -1.000 | 16.607    -32.063    0.384
40.160000   16.673    0.417    2.034    2.935    -0.491 | 16.616    -32.022    0.382
40.180000   20.254    0.506    1.330    3.000    -0.057 | 16.621    -31.996    0.381
40.204000   40.000    1.000    -0.797    3.000    -0.472 | 16.634    -31.944    0.379
40.228000   0.049    0.001    1.202    2.937    -0.164 | 16.641    -31.916    0.377
40.256000   22.226    0.556    -2.400    3.000    0.327 | 16.658    -31.873    0.376
40.280000   34.452    0.861    1.382    2.749    -0.391 | 16.680    -31.811    0.373
40.300000   16.291    0.407    2.837    2.913    0.173 | 16.693    -31.779    0.372
40.324000   0.000    0.000    3.000    3.000    -0.129 | 16.727    -31.718    0.370
40.348000   40.000    1.000    0.732    3.000    -0.252 | 16.750    -31.689    0.369
40.372000   16.659    0.416    1.963    3.000    0.336 | 16.796    -31.629    0.366
40.396000   40.000    1.000    3.000    2.896    0.139 | 16.796    -31.629    0.366
40.424000   7.187    0.180    -0.983    3.000    -0.972 | 16.847    -31.560    0.364
40.448000   11.570    0.289    2.489    3.000    -0.801 | 16.891    -31.493    0.360
40.472000   36.350    0.909    3.000    3.000    -0.118 | 16.933    -31.453    0.358
40.496000   9.096    0.227    2.828    3.000    0.004 | 16.952    -31.436    0.357
40.524000   8.732    0.218    3.000    2.420    0.080 | 16.952    -31.436    0.357
40.548000   40.000    1.000    -1.052    3.000    0.996 | 17.011    -31.365    0.353
40.572000   22.610    0.565    2.765    2.801    0.606 | 17.011    -31.365    0.353
40.600000   37.872    0.947    3.000    3.000    0.719 | 17.054    -31.308    0.350
40.624000   40.000    1.000    2.918    3.000    0.529 | 17.077    -31.278    0.349
40.652000   7.151    0.179    3.000    2.833    -0.658 | 17.102    -31.249    0.348
40.676000   29.803    0.745    3.000    3.000    0.190 | 17.130    -31.216    0.346
40.704000   10.876    0.272    3.000    3.000    -0.091 | 17.155    -31.193    0.344
40.728000   12.670    0.317    3.000    3.000    -0.188 | 17.183    -31.174    0.343
40.752000   7.050    0.176    3.000    3.000    -0.544 | 17.214    -31.151    0.341
40.776000   16.162    0.404    2.979    3.000    -0.179 | 17.244    -31.127    0.340
40.800000   24.164    0.604    3.000    3.000    0.766 | 17.282    -31.093    0.337
40.824000   3.399    0.085    3.000    3.000    0.798 | 17.301    -31.078    0.336
40.848000   39.964    0.999    2.531    2.685    1.000 | 17.329    -31.056    0.335
40.880000   27.020    0.675    2.984    3.000    0.760 | 17.329    -31.056    0.335
40.908000   16.407    0.410    2.638    3.000    -0.229 | 17.394    -31.006    0.332
40.928000   9.441    0.236    2.994    3.000    -1.000 | 17.412    -30.993    0.330
40.948000   18.702    0.468    2.718    3.000    0.824 | 17.421    -30.985    0.329
40.980000   35.011    0.875    2.819    3.000    0.077 | 17.422    -30.977    0.327
41.012000   36.720    0.918    3.000    3.000    0.340 | 17.427    -30.971    0.326
41.036000   0.000    0.000    3.000    3.000    1.000 | 17.434    -30.956    0.324
41.064000   21.699    0.542    2.796    3.000    0.298 | 17.434    -30.951    0.323
41.096000   26.845    0.671    3.000    2.850    -0.265 | 17.422    -30.942    0.321
41.120000   34.675    0.867    2.676    3.000    0.719 | 17.403    -30.935    0.320
41.144000   9.275    0.232    2.956    3.000    -0.016 | 17.378    -30.929    0.318
41.172000   40.000    1.000    2.860    3.000    -1.000 | 17.334    -30.919    0.317
41.204000   25.191    0.630    0.186    2.858    0.671 | 17.302    -30.915    0.315
41.224000   30.145    0.754    0.878    3.000    -0.343 | 17.269    -30.915    0.314
41.252000   0.416    0.010    2.987    3.000    -0.186 | 17.223    -30.918    0.313
41.280000   13.203    0.330    -2.389    2.724    -0.799 | 17.183    -30.922    0.312
41.300000   6.936    0.173    1.484    2.984    -0.441 | 17.157    -30.926    0.311
41.324000   13.608    0.340    0.866    3.000    -0.917 | 17.112    -30.925    0.309
41.352000   38.147    0.954    1.616    3.000    0.097 | 17.112    -30.925    0.309
41.376000   30.972    0.774    2.788    3.000    -0.356 | 17.061    -30.936    0.307
41.404000   6.999    0.175    2.305    3.000    -0.209 | 17.039    -30.955    0.305
41.428000   20.434    0.511    3.000    3.000    -0.918 | 17.016    -30.973    0.304
41.444000   40.000    1.000    3.000    2.857    -0.823 | 17.001    -30.982    0.304
41.472000   19.564    0.489    2.778    3.000    -1.000 | 16.974    -30.997    0.303
41.500000   19.417    0.485    2.116    3.000    -1.000 | 16.941    -31.013    0.303
41.520000   40.000    1.000    2.688    2.951    -0.698 | 16.906    -31.030    0.303
41.548000   13.752    0.344    2.571    3.000    0.480 | 16.859    -31.041    0.302
41.580000   12.490    0.312    1.132    2.854    0.534 | 16.822    -31.047    0.301
41.608000   0.000    0.000    2.975    3.000    -0.114 | 16.771    -31.047    0.300
41.632000   34.193    0.855    1.512    3.000    -0.118 | 16.731    -31.044    0.300
41.660000   0.000    0.000    1.958    2.731    -0.355 | 16.675    -31.032    0.299
41.684000   4.843    0.121    1.277    3.000    -0.725 | 16.634    -31.017    0.298
41.716000   40.000    1.000    0.687    3.000    -0.728 | 16.634    -31.017    0.298
41.748000   38.630    0.966    2.821    3.000    -0.586 | 16.544    -30.959    0.296
41.776000   34.538    0.863    -0.654    3.000    -0.974 | 16.518    -30.934    0.296
41.792000   5.717    0.143    0.590    3.000    -0.783 | 16.504    -30.917    0.295
41.812000   11.638    0.291    2.611    3.000    -0.393 | 16.493    -30.898    0.295
41.836000   0.000    0.000    3.000    3.000    -0.392 | 16.477    -30.860    0.294
41.864000   2.426    0.061    2.756    3.000    -0.434 | 16.477    -30.860    0.294
41.888000   25.910    0.648    3.000    3.000    -0.139 | 16.457    -30.819    0.292
41.904000   8.769    0.219    2.458    3.000    0.021 | 16.434    -30.791    0.291
41.928000   15.802    0.395    2.746    3.000    0.453 | 16.421    -30.778    0.291
41.956000   0.000    0.000    2.402    3.000    -0.600 | 16.400    -30.761    0.290
41.980000   31.845    0.796    2.705    3.000    0.144 | 16.378    -30.746    0.289
42.008000   40.000    1.000    3.000    3.000    0.743 | 16.346    -30.732    0.288
42.036000   30.381    0.760    2.052    3.000    0.834 | 16.316    -30.727    0.287
42.064000   40.000    1.000    2.739    3.000    0.601 | 16.316    -30.727    0.287
42.084000   5.122    0.128    3.000    2.977    -1.000 | 16.289    -30.735    0.285
42.108000   10.595    0.265    -0.202    3.000    -0.426 | 16.284    -30.741    0.284
42.128000   21.026    0.526    0.918    2.926    -1.000 | 16.283    -30.742    0.284
42.156000   40.000    1.000    2.633    3.000    -1.000 | 16.283    -30.742    0.284
42.184000   38.670    0.967    2.656    2.987    0.180 | 16.299    -30.755    0.282
42.208000   13.931    0.348    1.393    3.000    0.503 | 16.327    -30.759    0.281
42.236000   34.956    0.874    1.726    2.578    -0.381 | 16.367    -30.758    0.280
42.260000   39.742    0.994    2.103    3.000    -0.872 | 16.403    -30.757    0.279
42.288000   5.374    0.134    2.317    3.000    0.528 | 16.403    -30.757    0.279
42.316000   9.121    0.228    0.283    3.000    -0.058 | 16.506    -30.753    0.276
42.344000   13.874    0.347    -2.698    3.000    0.245 | 16.559    -30.752    0.275
42.368000   1.719    0.043    -0.450    3.000    1.000 | 16.617    -30.753    0.274
42.392000   24.506    0.613    0.140    3.000    -0.586 | 16.678    -30.754    0.273
42.420000   24.386    0.610    -1.088    3.000    -0.515 | 16.742    -30.759    0.272
42.448000   12.226    0.306    2.834    3.000    -0.630 | 16.808    -30.762    0.271
42.476000   14.841    0.371    1.993    3.000    -0.713 | 16.917    -30.773    0.269
42.500000   0.255    0.006    0.235    3.000    -0.781 | 16.984    -30.783    0.268
42.524000   22.528    0.563    2.204    3.000    -0.515 | 17.029    -30.790    0.267
42.548000   40.000    1.000    0.673    3.000    -0.907 | 17.098    -30.804    0.266
42.568000   17.441    0.436    0.599    3.000    -0.245 | 17.167    -30.818    0.265
42.592000   33.401    0.835    -0.008    3.000    -0.307 | 17.167    -30.818    0.265
42.616000   14.201    0.355    -0.864    3.000    0.011 | 17.281    -30.856    0.263
42.644000   35.606    0.890    1.489    3.000    -0.955 | 17.397    -30.905    0.261
42.668000   28.899    0.722    1.843    3.000    -1.000 | 17.444    -30.927    0.261
42.688000   2.736    0.068    3.000    3.000    0.641 | 17.515    -30.963    0.260
42.712000   38.157    0.954    1.977    3.000    -0.380 | 17.584    -31.002    0.259
42.736000   0.000    0.000    2.384    2.890    -0.685 | 17.653    -31.046    0.258
42.764000   20.081    0.502    1.070    3.000    -1.000 | 17.718    -31.097    0.257
42.792000   10.624    0.266    1.974    3.000    0.601 | 17.802    -31.169    0.256
42.816000   14.251    0.356    0.857    3.000    -0.253 | 17.842    -31.206    0.255
42.844000   18.191    0.455    1.899    3.000    -0.690 | 17.917    -31.285    0.254
42.864000   24.080    0.602    3.000    2.682    -0.979 | 17.974    -31.344    0.253
42.888000   31.470    0.787    1.263    2.987    -1.000 | 18.030    -31.402    0.253
42.916000   7.585    0.190    1.229    3.000    -0.626 | 18.099    -31.481    0.251
42.940000   33.446    0.836    1.435    2.987    -0.774 | 18.133    -31.521    0.251
42.964000   28.550    0.714    2.984    3.000    -0.730 | 18.133    -31.521    0.251
42.984000   0.000    0.000    3.000    2.933    0.138 | 18.214    -31.626    0.249
43.008000   10.261    0.257    2.803    2.830    -0.047 | 18.260    -31.689    0.248
43.044000   11.205    0.280    2.813    3.000    -0.969 | 18.349    -31.819    0.246
43.068000   16.862    0.422    2.934    3.000    -1.000 | 18.395    -31.882    0.245
43.100000   14.867    0.372    2.670    3.000    -0.847 | 18.395    -31.882    0.245
43.120000   35.223    0.881    1.072    2.956    0.186 | 18.477    -32.004    0.242
43.148000   22.600    0.565    2.564    2.983    -1.000 | 18.503    -32.042    0.241
43.172000   30.917    0.773    3.000    3.000    0.674 | 18.560    -32.116    0.240
43.196000   40.000    1.000    3.000    3.000    -1.000 | 18.621    -32.187    0.238
43.220000   9.837    0.246    2.607    3.000    -0.431 | 18.621    -32.187    0.238
43.248000   21.479    0.537    3.000    2.925    -1.000 | 18.721    -32.284    0.235
43.268000   16.577    0.414    2.729    2.517    0.445 | 18.773    -32.330    0.234
43.292000   11.669    0.292    1.656    3.000    -0.908 | 18.809    -32.360    0.233
43.316000   23.052    0.576    3.000    3.000    -0.713 | 18.881    -32.417    0.231
43.344000   9.194    0.230    0.677    3.000    -0.743 | 18.881    -32.417    0.231
43.364000   0.000    0.000    2.042    3.000    -0.482 | 18.974    -32.482    0.229
43.384000   19.758    0.494    1.212    3.000    -0.921 | 19.012    -32.506    0.228
43.412000   0.000    0.000    0.586    3.000    -0.791 | 19.107    -32.561    0.226
43.436000   34.683    0.867    -1.198    2.890    -0.530 | 19.162    -32.588    0.224
43.464000   20.230    0.506    1.898    3.000    -0.630 | 19.216    -32.614    0.223
43.488000   26.121    0.653    -0.202    2.907    -0.248 | 19.268    -32.637    0.222
43.516000   11.968    0.299    1.231    3.000    0.728 | 19.334    -32.664    0.221
43.540000   12.981    0.325    0.457    2.932    -1.000 | 19.367    -32.676    0.220
43.568000   9.077    0.227    0.780    2.776    -0.833 | 19.435    -32.694    0.218
